created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8
2018-08-31 00:31:14 +0200,275,101.47,1669,62.31,,981.28,3,23.85,
2018-08-31 00:31:20 +0200,276,101.41,1669,62.45,,981.28,3,23.85,
2018-08-31 00:31:26 +0200,277,101.41,1671,62.62,,981.28,3,23.81,
2018-08-31 00:31:33 +0200,278,101.47,1671,62.59,,981.28,4,23.82,
2018-08-31 00:31:39 +0200,279,102.09,1673,62.63,,981.30,3,23.79,
2018-08-31 00:31:45 +0200,280,102.15,1675,62.93,,981.30,3,23.78,
2018-08-31 00:31:51 +0200,281,103.15,1679,63.19,,981.30,4,23.76,
2018-08-31 00:31:58 +0200,282,103.08,1687,63.37,,981.30,3,23.74,
2018-08-31 00:32:04 +0200,283,103.46,1697,63.49,,981.30,3,23.74,
2018-08-31 00:32:10 +0200,284,103.40,1714,63.60,,981.32,3,23.72,
2018-08-31 00:32:17 +0200,285,103.85,1738,63.73,,981.30,3,23.69,
2018-08-31 00:32:23 +0200,286,103.65,1750,63.80,,981.28,5,23.68,
2018-08-31 00:32:29 +0200,287,104.55,1762,63.77,,981.28,3,23.68,
2018-08-31 00:32:35 +0200,288,104.36,1761,63.56,,981.28,4,23.71,
2018-08-31 00:32:42 +0200,289,104.55,1761,63.43,,981.28,4,23.68,
2018-08-31 00:32:48 +0200,290,104.62,1757,63.41,,981.28,3,23.64,
2018-08-31 00:32:54 +0200,291,104.81,1752,63.37,,981.28,3,23.61,
2018-08-31 00:33:01 +0200,292,105.14,1750,63.40,,981.28,3,23.59,
2018-08-31 00:33:07 +0200,293,105.73,1748,63.52,,981.26,3,23.56,
2018-08-31 00:33:13 +0200,294,105.47,1744,63.21,,981.28,5,23.58,
2018-08-31 00:33:19 +0200,295,106.27,1739,63.12,,981.28,3,23.55,
2018-08-31 00:33:26 +0200,296,106.60,1730,63.12,,981.28,3,23.55,
2018-08-31 00:33:32 +0200,297,106.47,1718,62.99,,981.28,2,23.55,
2018-08-31 00:33:38 +0200,298,107.21,1704,62.97,,981.28,3,23.52,
2018-08-31 00:33:45 +0200,299,107.55,1693,62.97,,981.28,3,23.51,
2018-08-31 00:33:51 +0200,300,107.42,1684,62.98,,981.28,3,23.48,
2018-08-31 00:33:57 +0200,301,107.42,1670,63.03,,981.26,3,23.47,
2018-08-31 00:34:03 +0200,302,107.42,1655,62.95,,981.26,0,23.45,
2018-08-31 00:34:10 +0200,303,108.10,1646,63.17,,981.24,3,23.48,
2018-08-31 00:34:16 +0200,304,107.90,1643,63.30,,981.26,0,23.41,
2018-08-31 00:34:22 +0200,305,107.96,1643,63.43,,981.24,3,23.41,
2018-08-31 00:34:29 +0200,306,108.24,1648,63.55,,981.26,3,23.41,
2018-08-31 00:34:35 +0200,307,107.69,1649,63.44,,981.26,3,23.38,
2018-08-31 00:34:42 +0200,308,108.52,1651,63.39,,981.28,0,23.37,
2018-08-31 00:34:48 +0200,309,109.29,1652,63.68,,981.22,0,23.35,
2018-08-31 00:34:54 +0200,310,109.51,1652,63.64,,981.22,3,23.35,
2018-08-31 00:35:00 +0200,311,109.22,1654,63.58,,981.22,3,23.31,
2018-08-31 00:35:07 +0200,312,109.65,1653,63.56,,981.22,3,23.31,
2018-08-31 00:35:13 +0200,313,108.87,1653,63.72,,981.24,4,23.30,
2018-08-31 00:35:20 +0200,314,109.44,1653,63.83,,981.22,3,23.28,
2018-08-31 00:35:26 +0200,315,110.66,1653,63.73,,981.22,4,23.26,
2018-08-31 00:35:32 +0200,316,110.29,1652,63.64,,981.24,0,23.26,
2018-08-31 00:35:38 +0200,317,110.08,1652,63.82,,981.22,3,23.24,
2018-08-31 00:35:45 +0200,318,110.95,1651,64.03,,981.24,4,23.24,
2018-08-31 00:35:51 +0200,319,110.22,1653,63.98,,981.22,0,23.21,
2018-08-31 00:35:57 +0200,320,110.87,1653,64.06,,981.22,3,23.18,
2018-08-31 00:36:04 +0200,321,111.39,1655,64.30,,981.20,3,23.20,
2018-08-31 00:36:10 +0200,322,111.39,1656,64.30,,981.22,4,23.13,
2018-08-31 00:36:16 +0200,323,111.09,1657,64.17,,981.22,3,23.14,
2018-08-31 00:36:23 +0200,324,111.98,1658,64.56,,981.22,3,23.14,
2018-08-31 00:36:29 +0200,325,111.39,1662,64.79,,981.18,3,23.13,
2018-08-31 00:36:35 +0200,326,111.53,1664,64.77,,981.20,4,23.11,
2018-08-31 00:36:41 +0200,327,112.42,1666,64.65,,981.18,3,23.10,
2018-08-31 00:36:48 +0200,328,112.88,1667,64.46,,981.18,3,23.11,
2018-08-31 00:36:54 +0200,329,112.42,1667,64.55,,981.16,3,23.07,
2018-08-31 00:37:00 +0200,330,112.50,1667,64.38,,981.18,3,23.07,
2018-08-31 00:37:07 +0200,331,112.95,1665,64.29,,981.16,3,23.04,
2018-08-31 00:37:14 +0200,332,113.03,1665,64.48,,981.18,3,23.06,
